FlowRate_LPM,Pressure_Bar,TankLevel_L,OilCost_$
315.98,65.38,4944.72,598.09
436.81,67.65,4284.49,665.15
308.38,49.68,2739.92,458.22
349.43,73.68,3909.17,585.53
135.65,36.06,2078.25,266.52
402.11,44.64,1400.68,458.67
151.09,73.92,2409.72,352.23
430.43,73.78,2611.89,585.6
412.81,61.14,1066.15,475.27
383.5,71.54,4259.17,627.06
114.46,25.33,2436.77,251.4
221.25,71.9,3321.67,450.93
205.25,39.24,1295.85,287.84
244.05,30.7,1699.99,326.29
135.06,34.36,4558.77,387.53
474.78,45.08,3434.75,619.18
321.52,35.07,4801.14,549.88
222.21,39.23,4995.0,486.37
258.79,28.1,2487.44,373.55
278.88,37.77,2195.21,389.52
340.24,54.34,4433.42,575.37
306.27,46.51,4994.45,564.51
467.76,40.8,3518.56,611.34
298.79,64.79,4180.56,545.24
496.86,73.61,4126.98,714.26
440.57,65.41,2421.36,571.63
183.4,39.92,3297.08,371.46
472.24,64.67,4332.23,691.4
146.55,29.12,3752.46,348.54
426.98,27.82,1084.66,437.55
252.25,40.74,2346.82,380.25
451.19,68.46,1577.9,542.54
447.22,34.78,1931.89,506.54
422.37,23.8,4621.96,604.69
416.01,27.9,1147.57,432.04
221.87,71.52,1879.2,378.74
132.37,58.03,2238.28,304.85
261.19,35.19,3467.54,435.12
169.41,53.32,3136.41,372.32
377.98,51.65,1873.08,473.52
238.44,59.33,1656.96,362.59
490.24,33.99,1947.19,540.54
356.39,71.86,3010.12,543.41
428.99,38.56,2084.71,505.27
153.01,61.65,4790.41,454.4
444.81,20.97,2855.46,530.07
469.1,42.36,1235.18,500.58
294.82,41.1,3917.07,493.37
342.5,52.61,2315.38,468.68
405.92,24.36,3613.96,541.98
169.94,67.41,2118.38,342.98
301.03,33.07,3282.97,454.57
259.47,60.62,4088.61,502.94
158.55,68.19,4712.03,464.73
247.01,53.71,2044.51,380.41
127.27,64.45,2339.43,315.47
110.32,59.71,2857.07,320.68
154.07,41.33,4708.7,420.69
485.25,68.53,4605.55,721.27
319.81,37.68,1359.51,380.35
486.33,54.27,1527.72,546.86
273.0,64.72,2982.04,464.59
224.73,42.74,1426.48,315.21
302.46,38.17,2382.32,418.33
275.8,47.56,1593.54,371.66
142.27,69.08,3544.16,394.64
356.33,75.8,4797.98,638.66
186.42,52.71,4986.94,477.54
347.84,59.69,2500.96,492.85
360.08,74.2,3396.05,569.16
160.81,25.91,4425.07,388.77
124.54,33.92,1469.85,224.01
412.3,62.53,3758.26,611.56
283.92,69.42,2635.37,463.04
123.27,71.42,1824.58,296.97
497.95,44.91,2611.01,596.27
123.11,25.36,1303.84,201.72
378.01,46.27,3781.63,560.89
493.47,33.84,2010.97,546.09
195.67,37.47,2245.62,325.03
156.9,66.34,1484.33,299.24
148.55,24.53,4458.64,378.57
221.31,69.65,2973.78,430.22
140.42,45.66,3288.59,345.25
376.86,55.76,3277.73,549.02
124.92,25.38,2641.97,270.1
303.77,40.24,1770.12,391.88
498.68,25.38,3980.53,636.04
425.59,77.69,1508.23,532.42
346.09,68.44,1415.5,450.3
222.5,47.58,3840.58,441.4
349.56,33.42,1835.35,421.54
310.82,76.01,2227.09,474.02
270.43,40.68,2900.91,422.41
152.28,29.66,2797.41,306.19
454.64,53.79,3834.32,636.11
279.91,76.63,3493.73,513.56
177.85,20.23,3577.58,351.5
247.1,34.29,3856.22,441.93
265.65,76.31,2170.45,435.5
431.02,30.27,2289.33,504.68
393.45,26.79,2751.99,492.55
407.72,54.21,2229.85,518.99
104.41,71.71,4939.75,438.08
266.46,48.63,4256.21,498.92
292.54,79.67,1658.62,436.47
107.68,60.75,1022.38,228.39
203.93,24.44,1171.13,258.36
404.12,79.57,1976.25,541.46
154.84,44.47,1457.17,263.44
314.12,37.24,3133.35,463.83
186.08,53.47,4431.98,450.67
104.85,38.26,3947.0,338.62
196.48,25.19,1862.44,288.09
490.35,20.09,2597.2,552.27
420.61,46.98,3031.58,558.53
483.83,70.21,4240.82,704.42
295.14,54.34,4356.49,535.45
143.89,79.95,4638.87,466.99
319.18,37.21,3036.98,463.01
281.75,36.83,3777.1,469.5
437.74,29.58,1447.2,466.93
139.23,29.84,3261.16,319.21
295.3,37.11,1994.77,391.64
160.02,67.57,2726.87,365.71
229.87,74.35,3536.2,472.22
394.94,78.51,2027.94,535.11
290.41,33.94,1208.74,343.67
250.36,72.88,1040.94,361.65
257.79,39.7,1088.64,320.21
283.78,26.77,1033.4,318.85
414.01,72.2,1441.42,511.58
456.83,58.17,1957.95,550.61
482.13,29.88,1884.89,524.78
414.76,45.79,4947.19,647.85
226.16,37.24,2224.02,347.98
375.25,64.21,1509.68,472.0
275.04,47.2,3182.25,449.95
201.87,79.36,4431.83,502.12
436.35,23.28,3712.24,569.62
115.37,41.3,2184.33,263.46
460.7,48.91,3246.46,604.26
284.59,50.19,3859.42,495.93
354.88,38.96,3912.42,537.96
363.74,63.75,3666.15,569.93
458.05,72.48,4483.24,699.33
354.67,76.32,4480.42,622.24
345.57,68.31,3315.75,544.7
126.66,71.03,2719.43,343.85
307.36,53.03,3566.28,503.75
160.07,69.55,4272.85,446.03
394.97,38.21,1022.61,424.42
304.89,43.91,4967.99,558.17
372.09,39.01,1731.58,442.77
116.67,48.04,2881.0,309.45
133.92,37.13,4488.12,387.24
386.53,77.7,1900.16,520.78
128.83,38.77,2907.18,306.58
128.5,25.88,1530.33,218.14
104.84,51.61,2580.31,290.3
482.6,23.43,1708.54,506.65
395.0,26.63,2454.51,478.68
241.3,33.16,2493.86,367.48
218.61,47.86,4972.68,495.32
239.88,46.0,4979.25,509.86
409.86,67.98,1459.15,502.82
364.55,64.37,3903.88,583.39
174.08,45.58,1206.98,267.98
169.64,40.02,1120.77,251.79
139.36,38.99,1421.34,241.04
364.12,66.44,4861.94,634.05
405.75,23.12,4763.45,597.46
206.02,20.77,1775.71,284.75
108.38,67.73,1646.69,270.64
132.87,48.63,1962.14,277.35
487.14,27.85,3062.19,584.6
218.18,34.13,3278.82,389.68
407.69,75.95,1886.37,534.4
349.87,71.57,4026.49,588.57
252.78,62.59,2238.21,408.01
182.27,48.93,4688.53,453.65
148.55,51.22,3626.89,377.02
346.01,78.51,2745.4,531.85
409.85,77.95,4159.65,652.78
357.56,32.92,4271.66,549.01
312.12,68.67,2161.93,460.79
116.78,31.83,2358.86,259.12
487.4,32.81,4743.82,676.33
419.49,60.57,1658.96,509.39
217.13,44.3,1168.6,298.58
491.99,75.89,2816.22,648.24
340.75,25.34,4204.84,520.85
332.97,50.69,4086.67,546.75
399.23,75.11,4678.12,665.96
424.71,74.25,3132.8,607.78
362.59,29.39,1400.26,404.17
151.24,42.0,3354.76,351.73
235.31,57.15,4113.58,479.65
471.23,29.56,1373.31,490.0
189.85,78.08,1690.63,353.53
248.87,74.88,1049.16,363.88
272.83,30.02,3374.61,432.02
275.76,27.27,4546.94,488.86
345.18,25.12,3682.65,497.96
477.23,74.57,4928.16,740.04
196.28,31.62,1252.13,267.05
148.6,44.98,4612.0,416.95
178.99,46.93,4256.27,426.4
454.77,55.94,2256.97,560.58
358.32,24.3,4894.11,567.82
214.36,33.61,2151.75,329.49
426.38,75.89,4557.22,682.8
444.55,74.5,4522.99,693.55
438.61,66.88,4030.63,652.73
467.57,21.16,3253.88,568.5
200.9,39.62,1480.01,294.15
402.02,57.68,3127.89,564.52
284.22,36.51,2427.19,403.5
436.8,74.58,4168.87,669.75
391.4,58.03,4032.52,601.79
410.58,24.31,4642.45,597.06
362.46,74.54,1059.32,454.75
170.97,77.47,4236.41,464.8
318.01,24.66,4753.85,529.1
493.87,51.94,4157.2,680.87
474.96,38.2,1520.78,513.31
117.27,43.57,1325.12,225.43
165.93,30.78,1083.38,233.08
152.69,54.68,3514.98,379.93
390.39,77.48,3518.69,604.47
427.11,50.18,4947.65,664.35
185.4,24.97,2592.17,315.39
302.34,57.2,2327.63,444.05
436.28,40.41,3497.7,584.53
393.12,71.36,4302.43,636.65
316.89,46.08,4747.1,559.99
336.14,31.57,4212.5,526.89
303.34,31.47,2706.7,425.21
219.02,66.13,3539.66,451.39
326.01,35.94,4425.2,535.97
375.55,66.03,2962.44,547.62
449.33,32.35,1866.75,501.33
354.52,39.3,1678.89,426.51
404.45,47.93,1000.63,445.48
164.03,76.59,3872.95,439.76
284.62,75.9,1444.39,413.77
103.73,32.41,1975.36,230.37
198.67,41.49,2191.51,330.75
390.58,28.96,3241.52,517.99
496.72,50.6,2591.83,602.87
139.67,47.63,3698.7,368.12
260.6,74.05,1222.55,380.67
420.03,75.8,1495.76,524.51
181.61,43.01,2996.85,359.65
322.03,49.5,2347.86,449.28
393.23,73.77,2183.25,534.41
346.39,68.4,1268.11,443.12
175.21,20.22,4582.88,399.64
242.15,39.2,3767.27,440.89
413.52,45.31,1486.47,473.1
321.69,33.78,1260.18,371.04
102.09,31.97,4899.49,374.61
404.4,22.27,3724.69,543.15
114.12,58.6,2669.82,312.69
398.29,35.75,3806.92,562.61
180.99,23.14,4025.33,380.77
483.23,33.86,4119.85,643.36
247.18,68.11,2911.51,445.49
230.77,71.09,2719.53,427.23
159.56,48.98,1044.11,253.33
222.24,44.96,4706.23,480.55
450.66,78.67,3413.23,649.2
498.53,32.03,1812.62,537.51
247.32,32.92,4678.41,481.16
279.44,37.51,4659.73,512.81
388.83,30.37,4956.74,604.45
454.48,42.76,4496.23,652.54
337.22,74.65,4991.14,631.31
256.61,56.92,1978.74,389.61
265.05,44.72,4369.0,497.56
378.25,76.06,4292.11,631.3
101.29,22.91,1923.76,211.58
347.84,32.62,1393.75,396.88
242.2,53.95,4917.68,520.57
417.68,56.93,2184.1,528.75
137.2,22.37,4483.57,367.5
335.28,44.18,1016.51,385.32
292.39,58.95,1084.1,376.54
356.93,61.88,2863.49,521.54
125.94,58.29,1954.86,285.93
331.99,39.23,3759.37,512.41
324.59,25.61,3262.26,461.2
324.26,45.63,1309.94,393.35
341.4,27.73,1650.51,397.23
370.59,76.86,2552.2,539.37
422.0,48.51,1742.42,497.48
207.93,39.04,4168.89,433.34
430.02,65.98,2664.28,576.2
299.3,49.88,1373.73,382.94
130.82,38.6,2937.37,309.43
123.42,68.72,1363.35,269.98
233.7,72.03,1515.75,370.79
413.96,60.38,1958.44,519.66
383.07,22.82,4438.11,562.59
415.45,53.98,4698.45,648.25
306.91,65.8,4305.03,559.47
276.08,28.19,2336.31,379.96
158.98,33.72,2089.79,282.25
231.28,72.95,3196.62,454.28
273.61,21.21,3887.41,445.07
135.44,65.16,4973.49,454.77
188.24,48.43,1526.28,299.55
339.29,46.81,1197.17,401.5
394.27,20.43,3777.42,534.92
499.34,69.16,4328.9,719.66
473.25,41.59,4385.4,660.25
357.03,52.45,3713.85,549.98
268.5,60.64,4816.06,546.56
354.47,62.16,3044.02,529.01
414.26,77.36,4655.26,680.21
147.33,51.88,4871.25,439.25
263.96,43.98,4388.63,496.58
435.92,77.22,2239.03,576.52
253.53,58.53,1784.86,379.86
328.75,37.89,3192.48,479.46
335.11,27.59,2812.06,450.07
173.79,70.55,4511.03,470.41
244.89,41.73,1400.13,328.52
233.8,59.63,2030.96,378.03
110.48,48.25,4007.2,361.12
109.68,31.94,1379.95,204.64
432.68,56.1,2283.06,544.45
209.23,23.64,2548.62,330.28
307.23,44.8,3490.38,487.5
219.49,52.8,1632.53,336.41
476.27,46.16,4442.42,672.38
203.72,64.92,2790.17,399.86
271.86,69.68,4668.09,555.41
449.09,66.27,2871.48,602.26
436.77,22.33,2100.16,487.92
174.44,31.65,1567.32,265.39
421.06,52.2,1014.98,465.89
283.27,76.09,3128.63,497.19
293.19,70.1,1428.63,411.13
153.39,70.55,2566.91,356.89
132.24,38.19,3357.09,330.94
391.18,45.77,2102.74,486.73
298.58,48.24,1700.9,396.28
274.74,29.44,4098.89,468.9
391.8,21.86,4787.16,585.6
406.21,76.81,1401.76,510.27
163.56,34.44,1622.36,263.63
344.09,34.4,4840.05,568.87
154.14,25.0,1151.14,218.37
400.55,75.71,4910.53,679.53
362.78,54.78,1018.58,423.33
482.65,60.02,4494.67,700.88
127.58,74.69,2229.3,325.57
122.82,40.74,4754.36,397.08
212.87,57.29,2267.78,369.62
204.68,22.33,3617.23,378.1
198.79,31.21,1320.13,271.85
462.5,69.87,1969.32,573.28
199.82,66.01,4094.72,463.6
208.78,41.04,3114.74,384.32
403.76,42.61,4711.88,622.51
279.9,52.01,2715.01,437.69
410.68,20.01,4479.25,582.53
126.15,34.47,2795.82,292.42
295.03,32.49,4916.99,530.61
113.45,35.03,4839.34,385.27
125.06,68.35,2316.55,318.41
462.57,36.78,4543.69,652.42
155.7,31.49,4390.45,391.32
312.97,50.26,1842.72,417.89
264.44,71.94,3497.16,494.32
238.94,34.48,1290.73,307.41
459.93,24.71,4346.84,622.36
108.73,41.38,1698.18,233.97
365.52,64.86,1283.26,453.86
485.36,53.04,2600.88,597.89
324.07,69.01,3307.69,528.15
474.73,77.58,4419.67,717.13
120.9,67.56,4896.97,442.91
267.52,56.23,2757.97,436.25
204.06,49.6,1241.79,299.74
392.33,22.4,3996.46,547.29
492.52,79.06,3260.69,675.64
202.61,43.01,2791.57,366.18
361.67,29.13,2237.08,444.89
179.24,60.0,3009.59,383.87
326.13,37.06,2354.72,434.23
285.57,55.15,4028.05,512.58
488.8,55.21,3175.57,632.63
343.41,46.74,4507.39,570.21
239.8,70.17,3174.18,455.8
145.64,35.9,1953.05,268.01
160.5,46.92,4404.37,418.99
190.13,52.26,3228.88,391.94
200.39,59.82,1827.36,341.4
440.25,67.04,3494.03,627.46
324.49,43.69,2430.87,446.67
309.36,58.76,4377.62,554.51
145.91,29.04,2813.2,300.94
444.06,75.96,3905.77,664.47
389.13,42.98,1382.14,444.88
127.07,63.77,2584.1,326.52
383.13,21.22,4932.97,584.99
317.42,32.31,4233.84,514.09
132.69,49.22,1639.76,261.98
283.32,72.7,2111.06,441.25
293.88,51.64,2319.26,428.52
166.31,75.79,3601.46,426.81
478.28,49.03,4027.98,657.56
439.99,49.43,3998.11,626.04
367.61,27.18,3039.5,486.84
284.92,68.16,4243.28,542.34
264.71,34.82,2748.31,401.41
360.39,73.98,1495.52,474.05
318.17,74.65,3257.77,529.4
124.91,76.6,4809.21,455.29
305.0,51.21,4171.97,529.42
422.56,60.63,3314.8,594.73
283.7,66.71,3587.22,506.38
120.78,27.86,4722.25,374.53
414.51,56.06,2713.37,551.36
180.55,22.06,2325.58,293.8
203.45,49.85,4908.97,482.99
165.88,29.29,4453.77,399.33
232.09,30.98,2292.17,346.74
402.7,41.9,2855.12,527.77
307.75,45.95,2660.31,448.14
181.95,57.39,1596.38,311.47
451.13,24.47,4831.28,639.17
451.83,50.22,2617.25,567.66
448.23,30.96,4501.32,630.09
195.52,54.44,1757.42,325.94
280.5,58.24,3191.48,471.34
494.0,53.4,1095.85,530.09
408.8,64.3,4056.88,626.33
110.87,40.14,3323.66,315.08
126.08,65.91,3502.36,374.84
285.57,45.97,1206.88,357.75
463.69,49.05,1844.15,536.73
315.48,58.89,1297.32,405.58
299.13,21.1,2155.66,378.74
142.19,59.24,3509.76,378.1
362.71,57.12,3264.74,539.08
428.84,38.59,3448.6,573.39
252.17,25.15,3197.01,399.31
410.24,25.46,2092.12,470.99
485.79,75.39,1978.03,600.62
181.51,61.36,1548.24,314.65
309.33,27.63,4396.28,508.72
214.86,41.4,3465.92,407.29
417.14,55.55,1746.04,504.34
331.04,70.13,1708.84,455.47
353.83,22.62,4492.14,541.6
419.17,34.2,3970.92,585.18
258.39,73.38,3637.6,498.67
466.04,20.55,2627.46,535.03
313.21,32.08,2047.9,401.09
163.18,77.54,4917.8,492.75
378.36,56.8,4188.96,597.34
417.3,35.7,2207.12,497.75
226.7,24.02,4390.26,436.91
442.87,21.69,4035.73,588.62
462.46,34.68,2188.32,531.41
210.76,72.89,2706.21,413.25
493.41,44.95,1743.81,549.35
156.28,63.22,1444.21,292.07
180.81,75.1,3891.05,451.84
173.69,44.48,2070.05,309.18
457.6,31.48,4280.24,627.3
361.72,51.03,4982.43,615.04
160.84,74.49,1306.48,305.72
276.13,68.26,2892.14,467.9
346.12,23.95,4208.25,523.23
133.39,61.55,4155.8,406.83
452.97,54.31,4039.99,645.84
421.44,74.45,2395.98,568.62
302.08,27.35,2815.41,423.46
486.85,52.04,3379.87,636.54
267.1,72.77,4895.76,567.62
493.64,44.6,2310.19,577.33
367.17,48.92,4692.58,601.74
353.87,24.23,2077.43,423.31
166.38,36.69,4956.3,435.95
452.77,39.47,3681.05,605.48
271.0,76.71,2854.05,474.56
164.89,36.96,3453.56,360.03
105.04,47.65,2090.12,260.02
323.9,60.28,2096.7,454.37
310.96,29.73,1454.22,366.08
387.74,49.19,1456.2,456.78
456.1,64.31,2390.69,580.89
131.76,72.01,4051.42,416.0
392.6,57.58,3431.88,572.04
174.96,60.14,1410.34,300.7
443.27,27.58,4408.95,616.43
427.63,76.75,3405.47,627.49
316.32,27.95,4843.42,537.16
384.1,66.48,3680.74,591.04
225.74,35.89,1700.7,319.46
288.47,76.02,2895.13,489.55
428.65,63.2,3593.99,617.42
283.71,65.23,1113.06,380.46
243.12,33.14,1059.64,297.19
297.68,46.58,1517.61,383.9
431.3,57.07,2006.66,530.98
234.08,66.2,2718.2,422.47
169.5,26.24,2949.76,322.45
384.81,77.74,1552.11,502.06
430.39,73.41,3693.57,639.11
140.25,36.22,3384.55,335.76
195.95,69.37,2177.86,369.7
156.79,51.1,1054.64,254.81
239.18,47.71,1310.59,328.43
280.14,38.87,2566.78,410.75
399.53,54.86,1615.9,482.71
360.46,63.79,2507.28,509.42
348.37,44.66,3512.73,521.32
240.95,57.75,3188.95,438.84
436.58,61.96,1924.7,538.44
288.51,62.67,2375.29,443.58
491.64,23.12,3456.12,600.8
353.66,71.58,4443.42,612.47
150.51,47.5,4012.85,392.29
370.47,35.74,3213.6,510.67
230.04,34.51,2449.17,358.25
374.53,48.98,2460.21,496.11
127.86,73.21,4517.67,437.98
169.95,42.7,1156.97,257.86
442.29,64.98,4951.93,698.91
190.87,25.81,3657.5,374.29
434.82,48.56,3724.55,606.93
211.71,79.5,1151.99,346.22
357.15,66.23,3422.12,556.17
377.66,32.63,2939.11,498.03
305.06,50.09,1423.12,390.34
222.12,34.02,2111.69,334.31
185.06,44.57,4561.26,442.97
113.28,66.81,3199.95,350.83
221.58,66.27,2653.67,409.36
361.27,33.69,1290.73,404.08
475.32,75.33,3856.49,686.08
448.48,55.55,3811.4,632.69
406.43,42.8,3456.17,562.14
415.38,50.12,3041.05,559.53
365.99,56.3,2735.14,514.01
204.11,53.59,3373.08,412.34
462.88,49.18,1933.58,540.76
368.29,50.3,4765.04,608.33
324.18,30.58,3355.18,472.98
144.4,68.76,2244.77,330.9
278.82,52.51,2798.72,441.75
284.14,27.86,4222.74,480.25
445.83,65.97,1646.46,537.94
318.66,75.95,2171.34,477.41
252.16,76.84,3718.03,502.89
490.72,42.14,2261.96,568.89
144.29,28.13,4170.01,366.13
269.02,51.1,1521.81,367.96
116.81,26.76,4050.74,336.12
395.96,76.04,1273.41,494.5
467.23,31.01,1050.37,472.83
212.01,35.17,4592.89,452.01
443.34,44.4,3325.36,587.53
216.89,42.99,2407.31,358.36
464.31,67.68,1930.38,569.49
401.58,47.38,3467.54,565.71
421.96,30.25,3036.01,534.74
107.2,36.03,4966.39,388.13
485.12,50.55,4932.86,710.56
390.67,28.85,3540.1,532.81
221.9,56.7,2771.48,401.14
431.76,53.94,2964.56,574.55
212.61,62.88,3729.92,450.91
449.1,76.26,1406.3,543.99
145.03,74.74,2313.41,343.8
381.47,76.76,1301.09,485.38
316.28,34.68,1293.44,369.72
138.61,27.89,1783.36,241.9
196.76,38.14,2941.01,361.66
104.96,73.71,4139.1,401.48
287.51,78.32,2941.98,494.59
220.51,71.56,2341.91,400.84
339.34,26.6,1329.41,377.85
218.9,76.85,3201.18,450.44
219.97,45.4,2085.07,348.33
397.28,20.56,3459.74,521.65
119.26,46.54,4908.75,410.66
461.16,22.76,1445.26,475.34
440.91,52.63,1848.5,524.1
367.12,40.31,2892.38,498.79
337.29,48.41,4874.46,586.16
456.92,56.79,4087.24,655.08
174.13,72.13,4592.92,477.14
131.59,59.71,2334.86,311.58
195.8,46.04,4968.15,474.12
417.83,69.17,1411.33,508.58
113.87,74.33,1211.89,263.19
333.12,27.19,4422.41,528.4
498.18,51.92,4709.06,711.87
442.28,37.07,1362.34,477.55
308.58,22.82,1453.71,353.78
125.46,60.11,1132.7,247.17
432.55,71.77,1418.03,524.59
339.59,29.77,1837.68,408.22
145.97,68.74,4880.31,463.91
137.54,71.2,3671.44,400.41
463.85,74.86,4114.21,689.08
367.68,35.92,4104.56,553.25
431.71,74.24,3140.29,613.74
451.59,39.24,4189.96,629.63
328.71,53.14,3383.23,511.84
306.98,23.03,2258.18,393.04
272.17,22.63,3244.44,413.91
226.78,63.22,3134.03,432.96
273.84,46.67,4293.81,503.76
409.55,35.38,4926.91,627.05
340.77,31.42,2644.17,451.96
457.01,60.2,4053.56,658.58
277.35,20.02,1399.05,321.87
342.84,68.35,4107.33,582.17
352.52,24.75,2485.67,443.43
336.68,31.49,1157.56,374.46
381.05,43.17,2452.98,492.25
194.97,49.09,3442.57,401.74
304.95,41.3,1477.0,379.76
141.69,39.24,4696.14,407.02
253.8,77.83,1310.69,385.33
295.07,58.49,4720.03,559.8
360.89,21.41,3828.55,512.25
480.21,45.81,2318.85,568.83
340.26,72.5,2563.0,509.11
397.44,38.09,3963.24,573.24
302.51,25.67,3405.88,450.81
353.64,65.5,3686.57,565.5
128.37,56.36,2556.66,315.07
201.76,54.22,2951.25,390.3
244.74,23.21,4959.47,478.59
289.0,28.43,1855.69,366.63
118.26,57.35,2671.42,314.21
156.01,32.47,2167.29,281.88
210.73,50.24,4060.45,446.97
488.61,52.69,4056.05,672.73
232.54,37.01,2169.78,350.04
292.82,76.91,1325.56,415.89
178.44,70.55,1045.73,300.86
344.31,63.34,2709.8,505.95
212.27,24.68,2641.35,338.91
182.8,26.37,4953.56,433.47
306.63,49.57,2879.21,463.61
102.2,29.64,2025.67,227.51
103.07,78.7,4564.92,428.74
187.63,29.51,2964.27,342.58
114.69,49.25,3396.7,335.46
143.21,41.85,1382.67,246.47
235.54,58.36,2531.67,402.56
421.03,27.74,4776.89,617.29
328.82,45.82,3358.02,499.69
305.07,36.48,2378.01,417.68
217.4,73.27,3502.67,458.95
472.7,22.44,4641.64,643.9
258.81,74.82,2095.96,424.08
134.84,69.98,3020.47,363.86
346.83,37.85,4834.76,575.98
145.54,67.36,1689.58,301.94
238.09,21.87,3878.66,417.21
302.96,78.01,3457.92,532.29
449.69,51.6,3718.7,623.08
297.42,38.2,2404.88,415.47
380.9,41.75,2255.52,480.13
497.13,23.98,3736.84,620.52
152.6,79.36,1862.17,334.23
209.89,22.36,2678.62,335.38
257.83,59.29,1752.7,382.84
268.73,46.56,1033.22,336.49
264.41,76.93,4880.23,570.94
463.04,34.76,2726.81,558.92
385.61,51.93,4877.4,630.25
343.16,48.94,1561.29,426.01
223.75,62.17,3349.47,439.73
429.52,24.08,1803.9,469.93
482.02,31.63,4160.3,641.08
428.48,32.87,4134.81,598.83
100.63,64.29,1450.43,249.46
354.56,31.35,4648.26,563.08
120.45,54.41,1778.52,266.9
203.04,32.91,3451.91,384.4
123.81,71.7,4942.53,453.72
341.52,76.53,4529.59,614.49
374.64,51.11,4826.26,617.69
145.8,41.14,2370.4,296.86
253.54,34.04,1422.3,325.01
282.49,22.99,1753.39,348.15
247.62,36.11,3001.98,402.36
148.41,59.25,4172.92,416.26
267.58,52.02,1600.61,372.12
400.47,76.64,3638.93,617.29
128.4,43.78,2294.31,283.1
132.07,61.63,2364.81,316.35
241.91,49.36,3647.67,449.95
476.69,50.75,2868.0,600.88
367.43,36.07,4248.13,560.45
371.47,47.3,1623.67,449.3
244.77,48.25,4159.79,476.17
337.46,62.4,1256.94,426.42
104.05,76.44,1776.22,286.71
354.44,39.76,3624.6,524.42
465.31,22.53,4419.7,627.03
345.03,49.78,2010.72,451.23
449.48,52.67,2308.77,554.02
389.59,30.11,3148.48,514.26
148.22,65.63,1846.29,309.34
460.98,79.1,4244.63,699.66
126.58,76.75,4094.55,421.11
313.59,31.83,1581.17,377.67
156.85,72.52,2855.32,377.03
104.68,62.27,4099.31,382.12
268.81,47.23,2349.32,403.36
218.02,52.44,3532.43,429.69
294.4,70.98,1200.85,402.03
330.88,48.81,3434.76,509.65
117.5,42.39,1610.61,238.12
149.2,49.59,4322.33,409.87
323.46,54.75,2421.8,461.98
237.27,31.34,2126.22,343.14
391.67,74.05,4363.56,642.6
360.92,60.45,1200.58,439.44
438.24,58.0,2586.44,566.91
377.0,25.97,2480.01,464.55
271.97,56.25,2139.2,408.91
369.19,27.26,4647.02,568.59
210.15,24.72,4003.71,405.39
222.53,51.64,1255.69,318.26
415.59,44.17,3858.75,591.66
278.57,55.33,3109.2,461.31
419.35,25.35,4603.47,603.69
428.97,45.86,2251.78,524.55
443.02,30.49,3296.65,564.98
466.65,79.23,3003.02,642.31
272.39,53.67,2958.24,446.33
227.55,61.25,2824.42,415.13
332.88,39.53,1822.52,416.72
248.47,25.68,4022.84,438.44
340.43,78.55,2805.34,530.44
382.23,37.18,4834.07,603.25
375.36,45.43,2043.23,470.59
249.82,58.99,3730.98,474.89
166.74,21.48,4762.87,403.76
272.21,68.62,3653.83,503.38
157.04,52.19,4485.09,428.18
456.04,36.69,4309.92,635.37
238.35,23.7,2440.47,348.25
161.78,29.75,3400.5,344.08
110.18,73.7,1625.05,279.95
358.33,61.16,3142.1,535.51
354.76,34.99,1921.69,432.38
236.24,23.94,3974.95,423.64
128.68,61.44,3112.23,350.71
263.85,54.34,2644.91,424.84
224.49,44.27,2075.19,349.76
370.85,41.82,4994.79,609.14
342.31,33.01,1286.84,387.7
245.84,60.18,1174.24,345.65
187.16,78.24,1869.03,360.54
495.21,30.54,4884.29,686.2
281.6,55.83,4916.95,554.87
375.31,45.45,3619.71,549.41
156.22,46.8,4520.43,421.2
294.24,35.25,1855.85,381.05
111.01,69.51,4888.17,437.48
302.18,49.12,1571.14,393.98
485.61,52.6,1404.5,537.62
253.68,38.29,1448.85,332.82
115.6,30.91,3292.51,303.47
112.38,25.15,4123.9,333.83
255.19,62.85,2466.67,421.76
164.01,31.77,4911.58,424.45
109.34,61.4,2737.68,316.46
402.49,43.42,1601.79,467.21
283.41,44.95,2863.87,437.34
215.7,48.15,3716.15,430.59
460.03,42.06,4328.9,647.57
146.46,26.04,2835.07,297.97
482.37,38.58,3374.43,612.48
225.59,59.82,2069.38,373.67
455.36,59.95,3583.67,633.39
341.18,37.17,4943.89,575.9
430.68,47.61,1196.21,475.77
493.61,31.61,4546.12,669.6
215.36,32.62,3249.13,383.68
484.45,21.38,2008.39,520.06
255.79,73.8,4819.56,556.32
254.2,32.64,2933.42,399.0
236.15,33.65,2326.76,355.74
316.56,36.78,1725.99,394.71
161.66,27.64,1977.81,269.68
321.48,58.36,4331.4,561.29
316.68,24.51,3457.64,462.99
404.76,28.05,4652.98,598.54
433.46,58.69,1927.87,531.19
276.18,40.38,1484.55,355.74
220.93,62.48,1024.35,321.68
203.73,53.45,3031.45,394.73
177.85,35.36,4993.23,444.98
123.06,59.05,3779.86,376.01
236.98,26.98,2233.58,341.73
208.1,52.18,4507.43,470.13
486.57,46.23,4126.89,664.94
323.08,36.07,1061.66,365.66
238.91,56.24,4267.44,488.86
332.19,72.28,2202.11,484.28
155.68,79.93,1598.69,324.38
277.62,56.47,1905.32,402.06
350.49,44.28,2874.32,490.53
295.56,33.51,2699.47,421.69
260.71,35.43,2155.55,369.49
497.54,48.77,1688.87,555.63
